Gene ID	Gene Name	g1_g2.p-value	g1_g2.log2foldchange
ENSGALG00000012909	C5orf22	0.0521389115555931	-0.2
ENSGALG00000012911	SYT10	NA	0
ENSGALG00000012913	PKP2	NA	0
ENSGALG00000012915	MCM4	0.111171709282916	0.1
ENSGALG00000012916	DROSHA	0.469350542603262	-0.1
ENSGALG00000012917	CDH6	NA	0
ENSGALG00000012919	YARS2	0.179410643646432	-0.2
ENSGALG00000012921	ETV6	1.89740904231071e-06	0.8
ENSGALG00000012923	CDH9	NA	0
ENSGALG00000012929	DNM1L	0.660753416977407	0.1
ENSGALG00000012932	FGD4	2.1522305673836e-05	1.4
ENSGALG00000012934	BICD1	0.00348812814883125	0.7
ENSGALG00000012938	AMN1	0.0525424607113833	0.4
ENSGALG00000012941		NA	0
ENSGALG00000012944	DENND5B	1.28748357390091e-05	-0.4
ENSGALG00000012946	FAM60A	0.0232138812884934	0.2
ENSGALG00000012947	CAPRIN2	0.993147749156238	0
ENSGALG00000012952	BASP1	4.7678151865214e-86	3.3
ENSGALG00000012953	IPO8	0.145466666072686	-0.2
ENSGALG00000012956	TMTC1	NA	0.1
ENSGALG00000012964	ANKH	5.44316661309137e-06	0.4
ENSGALG00000012965	FAM105A	1.94304550385521e-36	1
ENSGALG00000012966	ZBTB2	0.0553460356327566	-0.2
ENSGALG00000012968	RMND1	0.589868654921906	0.1
ENSGALG00000012971	CCDC170	0.445044105544441	-0.2
ENSGALG00000012973	ESR1	NA	0
ENSGALG00000012974	WASH1	0.0104821855984546	0.3
ENSGALG00000012975	IQSEC3	0.907794493510429	0
ENSGALG00000012978	CDYL2	3.28150237020699e-19	1.2
ENSGALG00000012984		NA	0
ENSGALG00000012985	SLC6A13	NA	-0.1
ENSGALG00000012986	KDM5A	0.723334202835683	-0.1
ENSGALG00000012987	CCDC77	0.450308817331742	0.1
ENSGALG00000012988	B4GALNT3	NA	0
ENSGALG00000012989	NINJ2	NA	0
ENSGALG00000012992	WNK1	0.535032583821033	0.1
ENSGALG00000012994	ERC1	0.439296261688957	0.1
ENSGALG00000012997	DNAH5	NA	0
ENSGALG00000012998	WNT5B	NA	0.1
ENSGALG00000013001		4.25593654770407e-71	1.4
ENSGALG00000013002	DAP	2.23020718041328e-17	-0.6
ENSGALG00000013005	SNRNP48	0.145402053569575	0.2
ENSGALG00000013006	ROPN1L	0.0609921074761648	-0.6
ENSGALG00000013007		NA	0
ENSGALG00000013008	CHUNK-1	NA	0
ENSGALG00000013018	TPRKB	0.883468945552729	0
ENSGALG00000013022	CACNA1C	NA	0
ENSGALG00000013026	HDHD5	0.387267661594413	-0.2
ENSGALG00000013031	CECR1	0.000888572988102017	0.3
ENSGALG00000013033		NA	-0.1
ENSGALG00000013034	CECR2	0.852322739470949	0
ENSGALG00000013035	SBK2	NA	0
ENSGALG00000013036	ATP6V1E1	0.228308434901177	-0.1
ENSGALG00000013037	BCL2L13	0.216650615735623	-0.2
ENSGALG00000013039	BID	0.000622499839347522	0.3
ENSGALG00000013041	CCT5	0.890986381472713	0
ENSGALG00000013042	MICAL3	0.0192639837998402	-0.3
ENSGALG00000013043	ATPSCKMT	0.0293062445477531	-0.3
ENSGALG00000013045	TUBA8B	0.396581157696419	0.2
ENSGALG00000013056		NA	0
ENSGALG00000013057		0.507776812869777	0.3
ENSGALG00000013060	ADCY2	NA	0
ENSGALG00000013061	PAPD7	0.0111456308393803	-0.3
ENSGALG00000013063	SRD5A1	0.568023661391928	-0.2
ENSGALG00000013064	NSUN2	0.719955485782102	0
ENSGALG00000013069	BPGM	0.931142345926565	0
ENSGALG00000013072	AKR1B10	0.000150225363220686	-1.2
ENSGALG00000013073	UPP1	NA	0
ENSGALG00000013079		NA	0
ENSGALG00000013081	VWC2	NA	0
ENSGALG00000013083	ZPBP	0.505890712756514	-0.2
ENSGALG00000013084	SPATA48	0.466829835186292	0.3
ENSGALG00000013085	PTPRO	NA	-0.1
ENSGALG00000013086	IKZF1	0.0995931910645168	0.1
ENSGALG00000013090	LOXL4	NA	0
ENSGALG00000013091	EPS8	0.941974467857845	0
ENSGALG00000013092	STRAP	0.883086123161138	0
ENSGALG00000013094	DDC	NA	0
ENSGALG00000013095	DERA	0.0470188871796433	-0.3
ENSGALG00000013097	SLC15A5	NA	0
ENSGALG00000013098	MGST1	NA	0
ENSGALG00000013100	GRB10	0.000533087520962941	-0.5
ENSGALG00000013101		0.743005418656223	-0.1
ENSGALG00000013102	COBL	0.923643800109304	0
ENSGALG00000013112	RERGL	NA	0
ENSGALG00000013117	PIK3C2G	NA	0
ENSGALG00000013123	PLCZ1	NA	0
ENSGALG00000013124	FHOD3	NA	0
ENSGALG00000013125	CAPZA3	NA	0
ENSGALG00000013129	RPRD1A	0.130232536464127	-0.2
ENSGALG00000013131	C18orf21	0.582488918672012	-0.1
ENSGALG00000013134	PLEKHA5	0.0879980902750004	-0.4
ENSGALG00000013135	GALNT1	0.416853722504257	-0.1
ENSGALG00000013138	TMEM245	4.83700447988235e-13	-0.7
ENSGALG00000013143	PDE3A	0.279169239963497	0.3
ENSGALG00000013149	MOCOS	0.0110664922648691	0.8
ENSGALG00000013154	SLCO1C1	0.0748987370421423	0.5
ENSGALG00000013155		0.995231561877052	0
ENSGALG00000013156	ZNF830	0.180993487886833	0.1
ENSGALG00000013157	BAG1	0.0728916119701051	-0.2
ENSGALG00000013160	CHMP5	0.00526081390571736	-0.2
ENSGALG00000013165	FH	0.0103735296747393	-0.2
ENSGALG00000013167	SDHA	0.629412781632102	0
ENSGALG00000013168	IAPP	NA	0
ENSGALG00000013169	IL20RB	NA	0
ENSGALG00000013173	PYROXD1	0.961256866922978	0
ENSGALG00000013174	RECQL	0.000836900557928303	-0.3
ENSGALG00000013177	BCAT1	0.000179221639134689	-0.4
ENSGALG00000013180	SLC6A18	0.899817522199424	0.1
ENSGALG00000013183	TERT	6.43060014356941e-09	0.7
ENSGALG00000013187	CLPTM1L	0.116413500437564	-0.2
ENSGALG00000013189	LPCAT1	0.665986771563512	0.1
ENSGALG00000013191	NDUFS6	0.653070495315335	0.1
ENSGALG00000013193	IRX2	NA	0
ENSGALG00000013196	ANKS6	0.0890119379435187	-0.6
ENSGALG00000013197	GALNT12	NA	0
ENSGALG00000013200	GABBR2	NA	0
ENSGALG00000013205	ETNK1	0.195388507463123	-0.2
ENSGALG00000013207	CTNNAL1	0.773998286500963	0.1
ENSGALG00000013208	CENPE	0.32643119976875	-0.1
ENSGALG00000013209	SLC39A6	0.00407687559366588	-0.2
ENSGALG00000013210	C2CD5	0.971224682627962	0
ENSGALG00000013211	ST8SIA1	NA	0
ENSGALG00000013212		NA	-0.1
ENSGALG00000013218	C3AR1	0.0585810991291919	-0.6
ENSGALG00000013221	ARHGEF33	NA	-0.1
ENSGALG00000013223	CLEC3A	NA	0
ENSGALG00000013225	VAT1L	NA	0
ENSGALG00000013226		NA	0
ENSGALG00000013229	CMAS	0.407931427811599	-0.1
ENSGALG00000013232	RHBG	0.115249460556321	0.4
ENSGALG00000013234	HAPLN2	0.000424793684173798	0.9
ENSGALG00000013235	PDK1	1.28886998910456e-26	-0.8
ENSGALG00000013239		NA	-0.1
ENSGALG00000013244	ABCC9	NA	0
ENSGALG00000013247		0.00356036528812034	-1
ENSGALG00000013253	INSRR	7.01797171380572e-05	1
ENSGALG00000013265	GYS2	NA	0
ENSGALG00000013268		0.909767067855551	0.1
ENSGALG00000013272	PRMT8	NA	0
ENSGALG00000013273	SPX	NA	0
ENSGALG00000013281	RSPH4A	0.88170764281436	0.1
ENSGALG00000013287	C4orf47	NA	0
ENSGALG00000013293	GLDN	NA	0
ENSGALG00000013294	CYP19A1	NA	0
ENSGALG00000013297	BBOX1	NA	0
ENSGALG00000013304	SLC5A12	NA	0
ENSGALG00000013310	MAEA	0.477537979708911	-0.1
ENSGALG00000013311	ANO3	NA	-0.1
ENSGALG00000013342	GBX2	0.264904006354895	-0.4
ENSGALG00000013348	OTUD7B	0.0298440834581688	-0.2
ENSGALG00000013352	SF3B4	0.0263405979097606	0.3
ENSGALG00000013356	IKBKE	2.93421176497193e-05	0.6
ENSGALG00000013365		0.328135765061053	0.1
ENSGALG00000013369	NCLN	0.939941755794592	0
ENSGALG00000013371	S1PR4	0.819828202939307	0.1
ENSGALG00000013372	IL7R	NA	0
ENSGALG00000013376	CAPSL	0.509776626996879	-0.2
ENSGALG00000013377	LMBRD2	0.034629043469863	-0.3
ENSGALG00000013383	PPIE	0.606810872801403	-0.1
ENSGALG00000013397	EXOC3	0.502883243599744	-0.1
ENSGALG00000013400	PDCD6	0.286661705383666	0.1
ENSGALG00000013402	AHRR	0.0958665130411023	-0.6
ENSGALG00000013403	MSANTD3	0.0943951914547453	-0.2
ENSGALG00000013406	EOGT	9.05387566253258e-05	-0.4
ENSGALG00000013408	TMF1	0.574662624300705	-0.1
ENSGALG00000013409		NA	0
ENSGALG00000013410	UBA3	0.756222862478979	0
ENSGALG00000013414	PDLIM3	NA	0
ENSGALG00000013420	FOXM1	0.506097392420032	0.1
ENSGALG00000013422	RHNO1	0.607401049116385	0.2
ENSGALG00000013424	TULP3	0.0948789341895547	-0.2
ENSGALG00000013427	SORBS2	7.06404550877249e-29	3.2
ENSGALG00000013430		4.90785887780094e-07	-0.4
ENSGALG00000013431	RAX2	0.239175082615651	0.5
ENSGALG00000013437		0.0180907625055324	-0.4
ENSGALG00000013438	TEX10	0.01548249216353	-0.2
ENSGALG00000013441	INVS	0.0927842353324526	0.3
ENSGALG00000013452	ERP44	0.686327695114051	0.1
ENSGALG00000013454	HOXB1	NA	0
ENSGALG00000013462	STX17	2.35637518607711e-07	0.8
ENSGALG00000013468	TLR3	0.456631139776536	0.3
ENSGALG00000013481	IKZF3	0.00483733752122625	0.2
ENSGALG00000013484	ZPBP2	0.00329906472642071	1
ENSGALG00000013489	CCDC82	0.509809327714365	-0.1
ENSGALG00000013493	SPTLC1	0.74063682244512	0
ENSGALG00000013494	CENPN	0.264589965066401	-0.1
ENSGALG00000013495	GSDMA	0.00398318436972575	-0.5
ENSGALG00000013503	FAM149A	4.25765929902024e-15	1
ENSGALG00000013505		0.84494911542658	0
ENSGALG00000013506	MED24	0.84096210532471	0
ENSGALG00000013510	UTP15	0.00080177461598348	-0.3
ENSGALG00000013511	ANKRA2	0.434277012731705	0.1
ENSGALG00000013512	BTF3	0.902853255011166	0
ENSGALG00000013528		NA	-0.3
ENSGALG00000013532	CAPRIN1	0.0740106356830202	-0.2
ENSGALG00000013535	CYP4V2	3.77942985667755e-09	1.1
ENSGALG00000013537	TPM3	9.67983737247558e-12	0.4
ENSGALG00000013546		NA	0
ENSGALG00000013548	GZMA	NA	0
ENSGALG00000013565		0.854964682952735	0
ENSGALG00000013568	NR4A3	0.174335575665248	0.4
ENSGALG00000013569	SEC61B	0.106485070051544	0.3
ENSGALG00000013571	F11	NA	0
ENSGALG00000013573	ALG2	0.835220180429109	0
ENSGALG00000013575	IFI6	NA	0
ENSGALG00000013576	MTNR1A	NA	0
ENSGALG00000013579	FAT1	NA	-0.2
ENSGALG00000013583	FAM114A1	5.53820357824022e-17	1.2
ENSGALG00000013590		0.976193129114717	0
ENSGALG00000013591	BLOC1S4	0.902298683469161	0
ENSGALG00000013594	PARD6G	2.94051558405423e-14	0.8
ENSGALG00000013598	SCGN	NA	0
ENSGALG00000013600		0.390040894919541	0.3
ENSGALG00000013602	PCM1	0.621589357088757	-0.1
ENSGALG00000013603	MYCT1	NA	0
ENSGALG00000013604	VIP	NA	0
ENSGALG00000013605	CARMIL1	0.673531991771689	-0.2
ENSGALG00000013606	FGL1	0.715043945081634	-0.1
ENSGALG00000013607	FBXO5	0.328227328061794	-0.1
ENSGALG00000013609	MTRF1L	0.253968893834089	-0.2
ENSGALG00000013615	MTUS1	0.243505742896678	0.3
ENSGALG00000013616	OPRM1	NA	0.2
ENSGALG00000013617	PDGFRL	0.0306236589066574	-0.6
ENSGALG00000013621	ATP6V1H	0.000461456020576582	-0.3
ENSGALG00000013624		0.565811983750857	-0.3
ENSGALG00000013625		7.43725219029785e-17	1.5
ENSGALG00000013626	GMNN	0.218472269699178	-0.1
ENSGALG00000013627	SLC7A2	NA	0
ENSGALG00000013628	C6orf62	3.3870075967763e-11	-0.5
ENSGALG00000013632	ACOT13	1.8481796805224e-56	-1.5
ENSGALG00000013634	LRRC2	NA	0
ENSGALG00000013635	SCAF8	0.231026893911158	-0.1
ENSGALG00000013637	TDP2	1.00646413905611e-07	-0.6
ENSGALG00000013639	SYF2	0.158513283845362	0.1
ENSGALG00000013640	MBP	0.596427345012542	-0.2
ENSGALG00000013642	KAZN	0.0260272795838029	0.6
ENSGALG00000013646	VPS37A	0.487491503693138	-0.2
ENSGALG00000013647	TFB1M	0.965542188829584	0
ENSGALG00000013649	CNOT7	0.00519044792865722	-0.3
ENSGALG00000013651	RNF217	0.0140545943522575	-0.5
ENSGALG00000013655	ZDHHC2	0.332562519737963	-0.4
ENSGALG00000013657	ZNF236	0.0104486871904755	-0.2
ENSGALG00000013659	NOX3	NA	0
ENSGALG00000013660	ZNF516	5.34889788573221e-07	-0.5
ENSGALG00000013661	MICU3	0.00020651104883551	0.6
ENSGALG00000013663	FGF20	NA	0
ENSGALG00000013668		NA	0
ENSGALG00000013672	TSHZ1	0.00572342491763594	0.4
ENSGALG00000013674	TUSC3	0.080451045288951	0.4
ENSGALG00000013683	ARID1B	0.220680606133815	-0.1
ENSGALG00000013684	SGCZ	NA	0
ENSGALG00000013685	EDRF1	0.935223308167465	0
ENSGALG00000013688	UROS	0.253189986312837	0.2
ENSGALG00000013689	TMEM242	0.0119794047961512	-0.4
ENSGALG00000013695	ZDHHC14	0.333230615326613	0.3
ENSGALG00000013697	CNDP1	0.00108791747524535	1.1
ENSGALG00000013703	DIPK1C	NA	0
ENSGALG00000013708	CYB5A	0.909957782597698	0
ENSGALG00000013709	TIMM21	0.00374625562836341	-0.3
ENSGALG00000013710	SNX9	0.0004288857692702	0.3
ENSGALG00000013715	DLC1	0.526512884577403	-0.2
ENSGALG00000013720	FBXO15	0.448918386455204	0.3
ENSGALG00000013722	SEMA3B	NA	0
ENSGALG00000013723	OASL	NA	0.1
ENSGALG00000013725	LONRF1	0.0187740404291858	-0.4
ENSGALG00000013726	PAICS	0.000641946257320909	-0.2
ENSGALG00000013727	SYNJ2	NA	0.2
ENSGALG00000013728	PPAT	0.00191183389373163	-0.3
ENSGALG00000013731	SOCS6	0.210429518287293	-0.1
ENSGALG00000013732	SERAC1	0.114776799122498	0.4
ENSGALG00000013733	GTF2H5	0.986900586414616	0
ENSGALG00000013737	TMEM181	0.633826929999238	-0.1
ENSGALG00000013738	OPTN	5.80446508243724e-05	-0.4
ENSGALG00000013740	SLC20A1	0.00930682965865078	0.2
ENSGALG00000013741	SYTL3	0.39195855068571	-0.3
ENSGALG00000013742	EZR	1.02381503251975e-18	-0.6
ENSGALG00000013743	ENPP7	NA	0.1
ENSGALG00000013745	RTTN	0.801063936951856	0
ENSGALG00000013747	TAGAP	0.0753085605765372	0.2
ENSGALG00000013748	CD226	0.00153947109646281	0.8
ENSGALG00000013753	DOK6	NA	0
ENSGALG00000013754	PLAGL1	2.88463915616108e-07	1.1
ENSGALG00000013756	ZC2HC1B	0.788898970899263	0.1
ENSGALG00000013757	TMX3	0.276564711491424	-0.1
ENSGALG00000013759	MRPL47	0.430794253066874	0.1
ENSGALG00000013762		NA	0
ENSGALG00000013764	AASDH	0.225739351512545	-0.2
ENSGALG00000013765		6.83668368273896e-05	-0.3
ENSGALG00000013768	PHACTR2	0.0577973974875587	0.5
ENSGALG00000013771	CRACD	1.87589193936823e-46	1.7
ENSGALG00000013773	FUCA2	0.00577058117028509	0.4
ENSGALG00000013775	CDH19	NA	0
ENSGALG00000013776	CEP135	0.0104001237965336	0.3
ENSGALG00000013777		0.809213273631303	0
ENSGALG00000013778	EXOC1	0.949959231475902	0
ENSGALG00000013780	AIG1	0.337823876360203	0.2
ENSGALG00000013782	CDH7	NA	0
ENSGALG00000013784	CDT1	1.95174248901274e-05	-0.4
ENSGALG00000013785	GNAL	0.489192261197239	0.3
ENSGALG00000013793	CLOCK	0.822915193743471	0
ENSGALG00000013794	MPPE1	0.00406203630698026	0.4
ENSGALG00000013795	HIVEP2	3.72621488492638e-09	-0.4
ENSGALG00000013803	ADGRG6	NA	0
ENSGALG00000013804	SRD5A3	0.844164321516928	0
ENSGALG00000013809		0.137556986152057	-0.2
ENSGALG00000013810	VTA1	0.000714368308572257	-0.3
ENSGALG00000013813	NMBR	NA	0
ENSGALG00000013814	IMPA2	0.416558476444968	-0.1
ENSGALG00000013817	SPIRE1	0.0488218387216986	-0.4
ENSGALG00000013818	CITED2	NA	-0.1
ENSGALG00000013821	GEMIN6	0.390838553339318	0.1
ENSGALG00000013822	TXLNB	0.711168207222122	0.2
ENSGALG00000013824	HECA	0.983722007047134	0
ENSGALG00000013826	ABRACL	0.480705067612138	-0.2
ENSGALG00000013828	GALM	0.572415834280837	-0.1
ENSGALG00000013829	REPS1	0.584591112323799	0.1
ENSGALG00000013830	PRELID3A	0.00019685547943933	0.6
ENSGALG00000013834	CCDC28A	0.857249156593354	0
ENSGALG00000013838	ADAM20	0.249385741702576	0.4
ENSGALG00000013846	ARFGEF3	1.47952845125453e-10	1.6
ENSGALG00000013848	MVK	0.825242242756662	0
ENSGALG00000013851	UBE3B	0.141949338435246	0.2
ENSGALG00000013853	AFG3L2	0.897293801111548	0
ENSGALG00000013858	CEP76	0.00202995852248427	0.4
ENSGALG00000013861	TNFAIP3	0.352004558358962	-0.3
ENSGALG00000013862		NA	0
ENSGALG00000013863	PSMG2	0.0895804527752355	0.2
ENSGALG00000013865	IFNGR1	0.311090018094403	-0.1
ENSGALG00000013867	PTPN2	0.000702747361603185	-0.3
ENSGALG00000013869	IL20RA	NA	0
ENSGALG00000013872	SEH1L	0.7347883329056	0
ENSGALG00000013874	PEX7	0.448105360530159	-0.1
ENSGALG00000013878	PCYOX1	0.897487412713523	0
ENSGALG00000013879	TIA1	0.120250955662959	0.1
ENSGALG00000013881	C22H2ORF42	0.761746284512937	0.1
ENSGALG00000013882	MXD1	0.686926725403236	-0.1
ENSGALG00000013883	SNRNP27	0.351811127303593	0.1
ENSGALG00000013886	LDLRAD4	1.65947476532847e-05	-0.7
ENSGALG00000013887	FAM210A	0.257158970814952	-0.1
ENSGALG00000013889	RNMT	0.79754379282468	0
ENSGALG00000013892	MAP3K5	4.70504348076292e-07	0.7
ENSGALG00000013893	MNS1	0.00551055111144471	-0.3
ENSGALG00000013899	VPS45	0.89156077039226	0
ENSGALG00000013900	MAP7	NA	0
ENSGALG00000013907	KDR	NA	0
ENSGALG00000013911	ZC3HAV1	0.000661632844841042	0.8
ENSGALG00000013912		NA	0
ENSGALG00000013916	HYPK	0.230389095387422	-0.1
ENSGALG00000013920	SUV39H2	3.85957695621426e-06	-0.3
ENSGALG00000013926	DCLRE1C	0.627019796824482	0.1
ENSGALG00000013929	PDGFRA	NA	0
ENSGALG00000013931	CHIC2	0.0270778405574941	-0.4
ENSGALG00000013932	NAPG	0.458508151031092	-0.1
ENSGALG00000013935	BCLAF1	0.121590639276246	-0.1
ENSGALG00000013940	LNX1	0.525699930228523	0.2
ENSGALG00000013941	PDE7B	0.934343074557283	0
ENSGALG00000013943		0.0338265991592613	0.1
ENSGALG00000013948	RASL11B	0.992430575397737	0
ENSGALG00000013950		0.000397580212020469	-0.4
ENSGALG00000013951	AHI1	0.00262693403585855	-0.5
ENSGALG00000013952	B3GALNT2	4.13443097519169e-08	-0.7
ENSGALG00000013956	MYB	0.000291509999770311	-0.7
ENSGALG00000013962	HBS1L	0.000204523018944648	-0.3
ENSGALG00000013964	SPATA18	0.0188341646033962	-0.8
ENSGALG00000013967	NUDT5	0.000211019570243115	-0.8
ENSGALG00000013968	SGCB	0.00439366192856205	-0.4
ENSGALG00000013969	ALDH8A1	NA	0.1
ENSGALG00000013971	SGK1	NA	0.1
ENSGALG00000013980	SLC2A12	NA	-0.3
ENSGALG00000013981	TBPL1	0.245666000812293	-0.2
ENSGALG00000013990	RPS12	0.533830773886667	0.1
ENSGALG00000013993	VNN1	NA	-0.3
ENSGALG00000013994		NA	0
ENSGALG00000013995	TAAR5	NA	0
ENSGALG00000013999	FBXO40	0.0354748106771937	-0.7
ENSGALG00000014011	LRMP	4.45292858046668e-16	-1.2
ENSGALG00000014012	WASF2	0.000389726217261184	-0.3
ENSGALG00000014016	MEX3A	0.003133343259164	-0.6
ENSGALG00000014023	H2AFZ	0.112570181259335	0.2
ENSGALG00000014026	DNAJB14	0.0756829884853206	-0.2
ENSGALG00000014030	CASC1	0.412986390046351	-0.3
ENSGALG00000014031	ETFRF1	0.536831812171257	-0.1
ENSGALG00000014038	CDC123	0.000473232872879055	-0.4
ENSGALG00000014042	SSPN	NA	0.1
ENSGALG00000014054	GRK6	0.130409022442631	0.3
ENSGALG00000014060	EED	0.196370763410788	0.2
ENSGALG00000014064		0.00140228302735475	-0.7
ENSGALG00000014066	TMEM126A	0.224574981519131	0.2
ENSGALG00000014067	SGTA	3.77138083660829e-07	-0.4
ENSGALG00000014069	TP53I11	NA	0
ENSGALG00000014071	ITPR2	0.587119711297442	-0.1
ENSGALG00000014078	DCUN1D4	0.646842183064241	0.1
ENSGALG00000014081	OCIAD1	0.0019801205987578	-0.3
ENSGALG00000014083	INTS13	0.0021187165206239	-0.3
ENSGALG00000014084	FGFR1OP2	0.296920479749679	-0.1
ENSGALG00000014085	TM7SF3	0.00227863764331676	-0.7
ENSGALG00000014094	STK38L	9.25476827673848e-45	-1.3
ENSGALG00000014096	ARNTL2	1.0436900988538e-33	-1.3
ENSGALG00000014103	FRYL	0.135487677383867	-0.2
ENSGALG00000014106	PPFIBP1	0.00442703480661801	-0.3
ENSGALG00000014115	SLAIN2	0.797766070313671	0
ENSGALG00000014117	AVP	NA	0
ENSGALG00000014118	MRPS26	0.788191626661132	0
ENSGALG00000014121	COX5A	0.494101608333972	0.1
ENSGALG00000014122	CYB5R1	5.65160498967076e-38	-0.8
ENSGALG00000014124	TEC	0.759463701647087	0.1
ENSGALG00000014126		6.80737666391873e-29	-2.1
ENSGALG00000014127		0.359782513644437	0.3
ENSGALG00000014128	A4GALT	NA	0
ENSGALG00000014136	CNGA1	NA	0
ENSGALG00000014138	NFXL1	0.0432922416534592	-0.2
ENSGALG00000014140	ARFGAP3	0.713153802960792	0
ENSGALG00000014144	CORIN	0.737388947325305	-0.1
ENSGALG00000014152	KMT5B	0.526813344474108	-0.1
ENSGALG00000014155	OGDH	0.00215689662524654	0.3
ENSGALG00000014159	PACSIN2	0.112817902313409	-0.2
ENSGALG00000014163	TTLL1	0.410426297827393	-0.2
ENSGALG00000014164	BIK	0.681864278997769	0.2
ENSGALG00000014166	TSPO	0.477775718476399	-0.1
ENSGALG00000014167	TTLL12	0.587290937150164	0.1
ENSGALG00000014170	MOGAT2	NA	0
ENSGALG00000014176	PLA2G2E	0.48797960700775	0.3
ENSGALG00000014178	SCUBE1	2.68014554622685e-05	-1.3
ENSGALG00000014179	SBK1	NA	-0.1
ENSGALG00000014182	ADORA2B	NA	0
ENSGALG00000014184		0.888315667815305	0
ENSGALG00000014186	MPPED1	NA	0
ENSGALG00000014188		NA	0
ENSGALG00000014189	SULT4A1	0.00693428593331527	0.4
ENSGALG00000014192	ATP10D	NA	0
ENSGALG00000014194	SAMM50	0.463182923098433	0.1
ENSGALG00000014200		NA	0
ENSGALG00000014201	PARVB	NA	0
ENSGALG00000014202	GABRA4	NA	0
ENSGALG00000014203	PARVG	2.95025008705328e-70	1.8
ENSGALG00000014206	GABRA2	NA	0
ENSGALG00000014209	GPR155	0.300001076480225	-0.1
ENSGALG00000014210	GNPDA2	0.00548625337604226	-0.3
ENSGALG00000014213	PRR5	1.47968429030288e-10	-0.9
ENSGALG00000014217	GUF1	0.19478399249505	-0.2
ENSGALG00000014218	PHF21B	NA	0
ENSGALG00000014221	YIPF7	NA	-0.2
ENSGALG00000014222	NUP50	0.000902931657882833	-0.3
ENSGALG00000014225	KCTD8	0.84102204624986	0.1
ENSGALG00000014226	KIAA0930	0.0747691391467293	-0.3
ENSGALG00000014227	UPK3A	NA	0
ENSGALG00000014228	SMC1B	NA	0
ENSGALG00000014232	RIBC2	NA	0
ENSGALG00000014233	FBLN1	NA	0
ENSGALG00000014234	ATXN10	7.38853388907571e-05	-0.4
ENSGALG00000014236	ATP8A1	0.133084222326854	0.2
ENSGALG00000014242	BEND4	0.543785796146153	-0.2
ENSGALG00000014248	TMEM33	0.550705171083643	0.1
ENSGALG00000014250	PHOX2B	NA	0
ENSGALG00000014252		NA	0.3
ENSGALG00000014258		NA	0
ENSGALG00000014261	UCHL1	NA	0
ENSGALG00000014262		NA	0
ENSGALG00000014263	PHC1	0.344818964746829	0.1
ENSGALG00000014264	NSUN7	NA	0
ENSGALG00000014267	RBM47	NA	0
ENSGALG00000014268	CHRNA9	0.615702664580821	-0.2
ENSGALG00000014276	CIR1	0.848504071377427	0
ENSGALG00000014277	RHOH	0.00210944632544372	-0.3
ENSGALG00000014280	AICDA	1.14667725726601e-120	-1.6
ENSGALG00000014286	PDS5A	0.718710215300032	0
ENSGALG00000014290	UBE2K	0.270283543491157	-0.1
ENSGALG00000014297	IRF7	0.132274502681464	-0.5
ENSGALG00000014298	RFC1	0.712154539185138	0
ENSGALG00000014321	SMIM14	0.00694950540085738	-0.2
ENSGALG00000014324	SLC2A14	0.0446678354680576	0.2
ENSGALG00000014329	FOXJ2	0.0879099959201122	0.2
ENSGALG00000014331	FKBP4	0.105424397561628	0.1
ENSGALG00000014335	ITFG2	0.00139958188198214	-0.5
ENSGALG00000014336	RELL1	0.0705283998435645	-0.3
ENSGALG00000014337	NWD2	NA	0
ENSGALG00000014342	TEAD4	0.418852164516195	-0.3
ENSGALG00000014346	TSPAN9	NA	0
ENSGALG00000014347		0.168543942973556	0.2
ENSGALG00000014355	STIM2	0.918853203638326	0
ENSGALG00000014362	CD86	NA	0
ENSGALG00000014365	RBPJ	0.954393925124879	0
ENSGALG00000014371	LGALS8	0.484546757197338	0.1
ENSGALG00000014372	SLC34A2	NA	0.1
ENSGALG00000014378	ANAPC4	0.198751164927036	-0.1
ENSGALG00000014381	HNRNPAB	0.223787490998713	0.1
ENSGALG00000014386	SEPSECS	0.612509534231099	-0.1
ENSGALG00000014387	MRPL10	0.923237291601613	0
ENSGALG00000014391	CCDC149	3.89749543936793e-16	-1.5
ENSGALG00000014395	DHX15	0.320856760650136	0.1
ENSGALG00000014406	PACRGL	NA	0
ENSGALG00000014408	LLGL1	4.24799316326448e-13	0.9
ENSGALG00000014410	CSTB	0.00218964708683498	-0.8
ENSGALG00000014412	CSTA	0.471622457766393	-0.3
ENSGALG00000014413	CCDC58	0.0903466067666376	-0.3
ENSGALG00000014421	LCORL	0.443035869053282	0.1
ENSGALG00000014425	NCAPG	0.778040151503019	0
ENSGALG00000014426	KPNA1	0.879225421760347	0
ENSGALG00000014428	TAPBPL	0.840263992885539	-0.1
ENSGALG00000014432	RPS20	0.101258579477754	0.3
ENSGALG00000014435	MRPL51	0.249664255410011	0.2
ENSGALG00000014442	GAPDH	0.17403846446791	0.1
ENSGALG00000014443	IFFO1	0.997583904357252	0
ENSGALG00000014447	AK3	0.653836127457783	-0.1
ENSGALG00000014448	CDC37L1	0.745662341640958	0.1
ENSGALG00000014453	FAM46C	0.00221116000326401	0.4
ENSGALG00000014455	LPAR5	1.52298909301929e-14	0.7
ENSGALG00000014457	ING4	0.611166129614774	-0.1
ENSGALG00000014463	ACTN2	0.470273365209851	0.2
ENSGALG00000014464	MTR	0.538431739631695	-0.1
