Gene ID	Gene Name	g1_g2.p-value	g1_g2.log2foldchange
ENSGALG00000020210	CENPU	0.00423830951907437	-0.4
ENSGALG00000041926	HEXIM1	0.00426337529182658	0.3
ENSGALG00000001480	INKA2	0.00426350725131599	1
ENSGALG00000034693	MLLT6	0.00427309354066015	0.6
ENSGALG00000050448		0.00428082192365279	0.9
ENSGALG00000032420	DPAGT1	0.00428390274827024	0.3
ENSGALG00000029476	XPO1	0.00429575687013154	-0.2
ENSGALG00000044224		0.00430842643743509	-0.7
ENSGALG00000010625	SRD5A2	0.00433869532295449	0.8
ENSGALG00000009637	EMC7	0.00434907696003078	-0.3
ENSGALG00000017304	PGM2L1	0.00435357599445851	0.3
ENSGALG00000048539	BHLHE41	0.00436255620087499	0.7
ENSGALG00000005020		0.00436332656823767	-0.4
ENSGALG00000049284		0.00436332656823767	0.7
ENSGALG00000046392		0.00436658480224525	-0.9
ENSGALG00000015805		0.00436744100188532	0.3
ENSGALG00000011970	CHADL	0.00439159829271166	-0.7
ENSGALG00000013968	SGCB	0.00439366192856205	-0.4
ENSGALG00000053100	FITM2	0.0043942195107598	-0.3
ENSGALG00000027874	CHAC1	0.00439691071870496	-0.6
ENSGALG00000005861		0.00440157019444093	-0.7
ENSGALG00000034575		0.00440584530883629	0.3
ENSGALG00000014106	PPFIBP1	0.00442703480661801	-0.3
ENSGALG00000008725	KIF16B	0.00443437446547269	-0.3
ENSGALG00000034549		0.00443990750386623	-0.3
ENSGALG00000042242	NDUFB9	0.00443990750386623	0.3
ENSGALG00000035478	FAM91A1	0.00444352922917533	-0.2
ENSGALG00000009782	NAA15	0.00445714524212757	-0.3
ENSGALG00000043758		0.00448293141774471	-0.2
ENSGALG00000052770		0.00448776880874893	-0.3
ENSGALG00000053250		0.00449137813448442	0.3
ENSGALG00000003696		0.00450599068894167	0.3
ENSGALG00000008795	GPAM	0.00450599068894167	-0.4
ENSGALG00000053959		0.00450599068894167	-0.9
ENSGALG00000037369		0.0045134968077862	-0.7
ENSGALG00000038143		0.0045134968077862	0.3
ENSGALG00000000740	APBA3	0.00454677997757394	0.3
ENSGALG00000041685		0.00456690266410327	0.5
ENSGALG00000003921	DBNDD2	0.00462791376643202	-0.9
ENSGALG00000039815	MARF1	0.00465993191648127	0.3
ENSGALG00000038758	MMP15	0.00466098372385114	-0.4
ENSGALG00000011483	MPC1L	0.00466332561118111	-0.4
ENSGALG00000038484		0.0046732561353283	0.9
ENSGALG00000031474	ZRANB1	0.00467546781573666	-0.4
ENSGALG00000033660	PRDM10	0.00467987924907327	0.3
ENSGALG00000015842	TIAM1	0.00468038090053243	-0.3
ENSGALG00000015713	FAM53A	0.00468126220085589	-0.3
ENSGALG00000000657	TERF2	0.00469227383447057	0.2
ENSGALG00000010120	KIF2C	0.00469227383447057	-0.2
ENSGALG00000010595	GPR65	0.00469227383447057	0.9
ENSGALG00000025764	FKBP10	0.00469227383447057	-0.3
ENSGALG00000041700	GNAI3	0.00469227383447057	0.2
ENSGALG00000029502	CLIC2	0.00471127419897868	0.4
ENSGALG00000043447	LAS1L	0.00472909323584809	-0.3
ENSGALG00000006857	SPATA20	0.00472970763100433	-0.3
ENSGALG00000031702		0.00475509039096698	-0.3
ENSGALG00000005713	NCKIPSD	0.00475906286344722	-0.3
ENSGALG00000016148	C2CD2	0.00478202439728873	0.9
ENSGALG00000050110		0.00478315563796929	-0.7
ENSGALG00000016801	UXS1	0.00482460104134202	0.3
ENSGALG00000013481	IKZF3	0.00483733752122625	0.2
ENSGALG00000024490		0.00483733752122625	0.3
ENSGALG00000007731	DPCD	0.00489277677733871	-0.8
ENSGALG00000007779	ADCY9	0.00490662341355429	0.3
ENSGALG00000006596	SNRPD3	0.00491520896682234	0.3
ENSGALG00000012464	SOUL	0.00497861878114987	-0.6
ENSGALG00000005928	XAF1	0.00499611399323295	-0.4
ENSGALG00000008990	RADX	0.00500513307250263	-0.3
ENSGALG00000008760	WDR92	0.00501862846950052	-0.3
ENSGALG00000050863		0.00502168787736587	-0.8
ENSGALG00000005597	CNN3	0.00502267713082397	0.4
ENSGALG00000008606	NDUFS1	0.00503173597533078	-0.3
ENSGALG00000015415	HACE1	0.00503173597533078	0.3
ENSGALG00000004251	ARR3	0.00503337104547139	0.9
ENSGALG00000042151		0.00503453244401858	-0.5
ENSGALG00000000975	C1orf174	0.00505322394322164	-0.3
ENSGALG00000054891		0.00506279008268542	-0.5
ENSGALG00000030250	SV2B	0.00511012413846189	-0.9
ENSGALG00000031348	SPPL2A	0.00512641435503397	-0.2
ENSGALG00000012601	GOLM1	0.00513385525579016	-0.9
ENSGALG00000010564	TBCK	0.00513766240579916	-0.3
ENSGALG00000029652	OPHN1	0.00514027552380722	-0.5
ENSGALG00000045212	PLCD3	0.00514027552380722	-0.9
ENSGALG00000026364	ASAH1	0.00514273267463749	0.3
ENSGALG00000005330	SNCAIP	0.00515419397356988	0.3
ENSGALG00000021174		0.00515419397356988	0.3
ENSGALG00000030263	RABL6	0.00515419397356988	-0.4
ENSGALG00000046715		0.00517458520597571	-0.9
ENSGALG00000054099		0.00518536065744031	-0.9
ENSGALG00000007958	GTF3C3	0.00518866242159102	0.3
ENSGALG00000013649	CNOT7	0.00519044792865722	-0.3
ENSGALG00000027991	TTLL4	0.00520745016174142	-0.2
ENSGALG00000006395	WDR53	0.00520967217515052	0.3
ENSGALG00000013160	CHMP5	0.00526081390571736	-0.2
ENSGALG00000007554	RAB22A	0.00527059175032789	-0.3
ENSGALG00000038152	ABCC6	0.00527102291797659	0.7
ENSGALG00000006446	NAP1L4	0.00527808558927403	-0.2
ENSGALG00000042105	PLCB2	0.00529809837357169	0.5
ENSGALG00000045092	CCDC112	0.00530411594579349	-0.7
ENSGALG00000052525		0.0053100308600427	0.4
ENSGALG00000038421	RWDD3	0.00531365907633787	-0.4
ENSGALG00000052628		0.00531940277744359	0.9
ENSGALG00000016595	TRIM35	0.00532364264053237	0.4
ENSGALG00000006947	BDH1A	0.00533265526037765	0.2
ENSGALG00000037360	DDX17	0.00536205137575147	0.2
ENSGALG00000038219		0.00536288597489811	0.5
ENSGALG00000008381	TMEM237	0.00537524518096037	-0.3
ENSGALG00000004174	VPS26A	0.00537840302389402	0.2
ENSGALG00000005651	KLHL36	0.00537840302389402	0.5
ENSGALG00000035254		0.00538307211360909	0.4
ENSGALG00000038129	PTGES3L	0.00538307211360909	-0.6
ENSGALG00000034955		0.00542215399281104	0.3
ENSGALG00000015307		0.00542515803143384	-0.8
ENSGALG00000053363	CTNNBIP1	0.00543462163652528	-0.3
ENSGALG00000011356		0.00544147940941253	-0.5
ENSGALG00000005579	GFER	0.00544735254300394	0.4
ENSGALG00000005787	ZNF143	0.00545142751080333	0.2
ENSGALG00000032619	SYPL2	0.00546137147262522	0.5
ENSGALG00000052552		0.00546137147262522	0.4
ENSGALG00000012640	TMEM263	0.00546441135167469	0.2
ENSGALG00000024378	ZNF414	0.00547246446355214	0.5
ENSGALG00000051598		0.00547246446355214	0.5
ENSGALG00000004304	TCF12	0.00548001064588503	-0.2
ENSGALG00000004250		0.00548625337604226	0.6
ENSGALG00000014210	GNPDA2	0.00548625337604226	-0.3
ENSGALG00000013893	MNS1	0.00551055111144471	-0.3
ENSGALG00000007653	RAE1	0.00551085892303249	-0.2
ENSGALG00000008237	GRAMD2B	0.00552550277870902	-0.8
ENSGALG00000035882	TANGO6	0.00557025853026791	-0.5
ENSGALG00000001577	FOXK2	0.00558843772275666	-0.3
ENSGALG00000002144	THRAP3	0.00558898575336802	-0.2
ENSGALG00000008074	AMMECR1	0.00560410717415166	-0.4
ENSGALG00000024172	THOC3	0.00562238752435872	0.3
ENSGALG00000014514	CC2D2A	0.00565011429853895	-0.4
ENSGALG00000016205	PDXK	0.00565011429853895	-0.3
ENSGALG00000034020	RHOBTB2	0.00566854536833543	-0.5
ENSGALG00000010843	GPR137B	0.00567673304137094	-0.3
ENSGALG00000054619	GAB2	0.00571262129331072	-0.8
ENSGALG00000013672	TSHZ1	0.00572342491763594	0.4
ENSGALG00000033683	PHOSPHO1	0.00572369730008627	0.8
ENSGALG00000015379	TAGLN3	0.00572406222022812	-0.9
ENSGALG00000026039	THEM4	0.00575981042033983	-0.7
ENSGALG00000013773	FUCA2	0.00577058117028509	0.4
ENSGALG00000052338	SELENOW	0.00579005645033276	-0.6
ENSGALG00000009966	FRS2	0.00583240793799332	-0.4
ENSGALG00000015441	CD247	0.00584401874512939	0.8
ENSGALG00000016427	ADAM17	0.00584401874512939	0.2
ENSGALG00000042984		0.00584840347963178	0.4
ENSGALG00000006697	TOLLIP	0.00586358133112748	-0.2
ENSGALG00000054297		0.00586358133112748	-0.3
ENSGALG00000014795	TGIF1	0.00588428424701768	-0.7
ENSGALG00000009027	ST6GALNAC3	0.00588808488357142	0.9
ENSGALG00000006830	CHID1	0.00589114921153907	0.4
ENSGALG00000035537	SYNJ2BP	0.00592770352288228	0.3
ENSGALG00000042624	CEP85	0.00593025402889529	0.3
ENSGALG00000016187	WDR4	0.00597026838693571	0.2
ENSGALG00000016917	CLN5	0.00599346327460951	0.5
ENSGALG00000034742		0.00600849378887025	-0.9
ENSGALG00000017099	RASL11A	0.00602540549297603	-0.8
ENSGALG00000032664	UBE2B	0.00603729959792359	-0.2
ENSGALG00000002783	SLC43A2	0.00606829049976715	0.3
ENSGALG00000017368	TRNT1	0.00609420801140918	0.2
ENSGALG00000000747	CHD5	0.00612931760701439	0.3
ENSGALG00000041337	OTUD6A	0.00616379486403726	-0.3
ENSGALG00000015828	BACH1	0.00621260335045861	0.5
ENSGALG00000026674	CIB2	0.00621260335045861	-0.4
ENSGALG00000012025	TA3	0.00621642192144163	-0.3
ENSGALG00000037387	CLSTN2	0.00626109413754544	-0.9
ENSGALG00000043570	SGK3	0.00627235179554573	-0.2
ENSGALG00000008034	CASKIN2	0.00634554380742381	-0.5
ENSGALG00000001209	TP53INP2	0.00635715027116828	-0.8
ENSGALG00000008564	NSUN6	0.00636071508780455	0.5
ENSGALG00000002050	EXOC7	0.00638070937375836	0.2
ENSGALG00000034374	STX7	0.00638536782614507	-0.2
ENSGALG00000035111	PDRG1	0.00638754668143881	0.6
ENSGALG00000011342	FGD6	0.00640614624309753	-0.3
ENSGALG00000006011	KIAA0753	0.00640707296948637	-0.2
ENSGALG00000048281		0.00640707296948637	0.6
ENSGALG00000036731	GAS2L1	0.00641155872396878	0.5
ENSGALG00000007569	KBTBD8	0.00644952956577133	0.3
ENSGALG00000045938	RBBP8NL	0.00648946101458694	-0.8
ENSGALG00000023886	ZNF804A	0.00649334740215348	0.9
ENSGALG00000031797	JAGN1	0.00649653914464005	0.3
ENSGALG00000032057		0.0064989077320552	0.3
ENSGALG00000008750	DPH7	0.00651167292643574	-0.3
ENSGALG00000004486	ZCCHC8	0.00653412497116684	-0.2
ENSGALG00000038978		0.00653770685038148	-0.2
ENSGALG00000003092	ERLIN2	0.00655094016434001	-0.4
ENSGALG00000011016	PGM1	0.00659963033702623	-0.2
ENSGALG00000014554		0.00664037357121041	0.4
ENSGALG00000033001	ATP5J2	0.00664246238116374	0.7
ENSGALG00000003566	SMURF2	0.00664334657448108	-0.5
ENSGALG00000054882	PREB	0.00665130828585091	-0.4
ENSGALG00000000721	SLC41A1	0.00669245482634199	0.4
ENSGALG00000005054	DKC1	0.00670559871569739	-0.2
ENSGALG00000004252		0.00673269004565162	0.7
ENSGALG00000005298		0.00674204410736903	-0.9
ENSGALG00000002536	STX2	0.00674724944013923	-0.2
ENSGALG00000049549		0.0067714915873014	0.9
ENSGALG00000048032		0.00677909168502505	0.8
ENSGALG00000049348		0.00679065624364804	0.6
ENSGALG00000005458	RPL3L	0.00680024989883088	0.8
ENSGALG00000029670	CRYZL1	0.00682600892194172	-0.4
ENSGALG00000053398	TMEM80	0.0068461546384997	0.5
ENSGALG00000030419	GLS2	0.00689816778399871	0.2
ENSGALG00000034999	ZHX1	0.00689816778399871	-0.4
ENSGALG00000040368		0.00689816778399871	0.2
ENSGALG00000009719	PCDH10	0.00689921288860351	0.9
ENSGALG00000012292	BANK1	0.00691917165302653	-0.2
ENSGALG00000014189	SULT4A1	0.00693428593331527	0.4
ENSGALG00000006835	TNNC2	0.00694482755653533	-0.9
ENSGALG00000014321	SMIM14	0.00694950540085738	-0.2
ENSGALG00000047664		0.00697012359476008	0.2
ENSGALG00000007820	BTRC	0.00700016239247049	0.3
ENSGALG00000016442	RRM2	0.0070048788918555	-0.2
ENSGALG00000009932	THADA	0.00703316063368404	-0.3
ENSGALG00000019355	CPSF6	0.00705618022592953	-0.2
ENSGALG00000001964	INPP5E	0.00710069794122317	-0.3
ENSGALG00000037200		0.00713052682721927	-0.6
ENSGALG00000003778	TMEM38A	0.00714080947232599	-0.3
ENSGALG00000041449	EXD1	0.00714988149328384	0.7
ENSGALG00000011816	ENGASE	0.00719866351409733	0.3
ENSGALG00000037241	KCNAB2	0.00720213083645358	-0.2
ENSGALG00000010079	HP1BP3	0.00727536984196372	-0.2
ENSGALG00000047276		0.00727693947013123	-0.7
ENSGALG00000002165	UNC13B	0.00728884237903689	-0.6
ENSGALG00000016991	ESD	0.00730266051897768	-0.3
ENSGALG00000024081	TGIF2	0.00730303721658675	-0.9
ENSGALG00000045352		0.00730785034461915	-0.3
ENSGALG00000048613	KDM4B	0.00730785034461915	-0.3
ENSGALG00000052648	PRR14L	0.00735034715568535	-0.3
ENSGALG00000021158	SLC7A9	0.00739058385690119	0.7
ENSGALG00000001791		0.00740896129157449	-0.6
ENSGALG00000017008	RCBTB1	0.0074226860609099	0.2
ENSGALG00000054150	GPR27	0.00743104301083716	-0.7
ENSGALG00000000352	TIMM44	0.00744685250972535	-0.3
ENSGALG00000002363	HSPA9	0.00744685250972535	-0.2
ENSGALG00000002690	PDPR	0.00744685250972535	0.4
ENSGALG00000006690	ECHDC3	0.00746026584898677	-0.4
ENSGALG00000012852	MKRN4P	0.00746111339425459	0.2
ENSGALG00000006270	SCNN1G	0.00747249303700125	0.6
ENSGALG00000036417	RNF10	0.00747366801576368	-0.2
ENSGALG00000000991	TAF12	0.00751371859058697	0.3
ENSGALG00000017366	DPM1	0.00751371859058697	-0.2
ENSGALG00000033339		0.00751899613082114	0.9
ENSGALG00000002554	TSPAN2	0.00754647572539002	0.4
ENSGALG00000006113	ZNF326	0.00754647572539002	0.2
ENSGALG00000008880	VTI1A	0.00760963141766637	0.3
ENSGALG00000055086		0.00764365557377378	-0.6
ENSGALG00000004759	DHRS7B	0.00764966905461995	0.3
ENSGALG00000029701	INO80D	0.0076500361200896	-0.5
ENSGALG00000002666	RAB11FIP3	0.00769436519620673	0.5
ENSGALG00000016468	GEN1	0.00770171908280633	-0.3
ENSGALG00000053854	AKR1E2	0.00771172317892445	0.4
ENSGALG00000000668	RBBP5	0.00777436976518631	0.2
ENSGALG00000008676	RRBP1	0.00777454180117267	0.3
ENSGALG00000015995	PTPRA	0.00778784751794368	-0.2
ENSGALG00000022866	ZNF654	0.00780986851794567	-0.3
ENSGALG00000029536	VPS11	0.00780986851794567	0.3
ENSGALG00000003078	MMD	0.00782530213888364	-0.2
ENSGALG00000045232		0.00783288189871671	0.5
ENSGALG00000008497	SLC38A2	0.00783375775866032	-0.2
ENSGALG00000019171	GATD3A	0.00783610958330242	-0.3
ENSGALG00000007224	HGS	0.00783723932211364	0.3
ENSGALG00000004727	ULK2	0.00786521856671926	0.3
ENSGALG00000015617	RPS23	0.00787407096746855	0.4
ENSGALG00000004496	TNIP1	0.00787454884221303	0.3
ENSGALG00000008328	RSBN1L	0.00787916514308244	-0.3
ENSGALG00000000141	BLB1	0.00790723600064685	0.9
ENSGALG00000042254		0.00791979537955009	-0.3
ENSGALG00000049308		0.00793032047182395	-0.9
ENSGALG00000032440	QPCT	0.00793493498228479	-0.4
ENSGALG00000002500	GMPPB	0.00797360247212982	-0.5
ENSGALG00000048042		0.00799223364095388	-0.3
ENSGALG00000000615	NWD1	0.00803978885126978	-0.2
ENSGALG00000003221	WDR61	0.00806267128048612	-0.4
ENSGALG00000005922	RPL5	0.00806353913170314	0.2
ENSGALG00000029680		0.00808640596482499	0.4
ENSGALG00000051379		0.00808640596482499	0.8
ENSGALG00000012697	SLC41A2	0.00815387418424654	0.7
ENSGALG00000001093	TCF3	0.00818107266089247	0.2
ENSGALG00000002984	RAB24	0.00821919668838189	0.4
ENSGALG00000003563	YARS	0.00823455124464623	-0.2
ENSGALG00000008115	ATXN7L1	0.0082776907236259	0.2
ENSGALG00000023443	SMIM15	0.0082776907236259	0.3
ENSGALG00000008691	SNX5	0.00830060534087743	0.3
ENSGALG00000015124	KCTD1	0.00836861025751601	-0.9
ENSGALG00000015702	PTGR1	0.00837336663424335	-0.3
ENSGALG00000052763	BTG2	0.00840282140012941	-0.4
ENSGALG00000006837	TSPAN4	0.00841932459215325	0.3
ENSGALG00000015473	ADPRH	0.0084299161135306	0.3
ENSGALG00000052037		0.0084299161135306	-0.3
ENSGALG00000010635		0.00847298072524831	0.8
ENSGALG00000015183		0.00847298072524831	0.3
ENSGALG00000053536		0.00847298072524831	-0.9
ENSGALG00000006766		0.00849099691078263	0.2
ENSGALG00000054594		0.00850542695019175	-0.9
ENSGALG00000033178	KLF6	0.00851174935009599	-0.3
ENSGALG00000032868	AHCYL2	0.00858390315097031	-0.3
ENSGALG00000045875	PSCA	0.00858546287555582	-0.8
ENSGALG00000053575		0.00865856973607198	0.4
ENSGALG00000050374		0.00867082294382906	-0.3
ENSGALG00000010042	CNOT2	0.00870627266709093	0.2
ENSGALG00000032173	TADA1	0.00873405042522033	0.3
ENSGALG00000034042	PIAS3	0.00873405042522033	0.4
ENSGALG00000037941		0.00873698342791754	0.3
ENSGALG00000002478	MATR3	0.00879465663699286	-0.2
ENSGALG00000012165	DLGAP5	0.00880599962626969	-0.3
ENSGALG00000032247	ATP1A1	0.00880599962626969	0.3
ENSGALG00000047139		0.00886822118468064	-0.5
ENSGALG00000042744	RGS2	0.00887169766760863	0.6
ENSGALG00000010279	TMEM69	0.0088727777143733	-0.2
ENSGALG00000029571	TMEM55A	0.0088777389084934	0.4
ENSGALG00000031893	RALA	0.0088790493206836	-0.2
ENSGALG00000041429	MPV17L2	0.00887926481992831	0.3
ENSGALG00000054168		0.00889308640767688	0.5
ENSGALG00000042322		0.00890728555650004	0.5
ENSGALG00000016799	NCK1	0.00895935125425114	-0.2
ENSGALG00000049072		0.00895935125425114	0.3
ENSGALG00000005001	CNBP	0.00896082783751884	-0.2
ENSGALG00000009228	PARP1	0.0089742411041247	-0.2
ENSGALG00000004365		0.00899815872680787	-0.4
ENSGALG00000033956	SFXN1	0.00902165645104101	-0.3
ENSGALG00000003973	TLCD1	0.00905964466275097	-0.4
ENSGALG00000048011	SCLT1	0.00905964466275097	-0.4
ENSGALG00000051297		0.00908221887919828	-0.5
ENSGALG00000002506	SPSB1	0.00908931724838046	0.4
ENSGALG00000009564	METTL8	0.0091018144323827	-0.3
ENSGALG00000003881	ERCC6L	0.00911345996322424	-0.2
ENSGALG00000006332	RBM17	0.00915480205476646	0.2
ENSGALG00000012298	SLC39A8	0.00915633155675095	-0.7
ENSGALG00000002001	STXBP3	0.00919277301629805	-0.3
ENSGALG00000002818	VAT1	0.00919310064877715	-0.4
ENSGALG00000009879		0.00928036639601955	0.4
ENSGALG00000008496	VPS18	0.00929287332804958	0.2
ENSGALG00000050884		0.00930398152209116	0.3
ENSGALG00000013740	SLC20A1	0.00930682965865078	0.2
ENSGALG00000040942	EFCAB5	0.00931639539082001	0.4
ENSGALG00000034396	TMEM50B	0.00938572785546093	0.4
ENSGALG00000014859	ZNF131	0.0093946823795424	-0.2
ENSGALG00000005070	AP3M1	0.0094161670523082	-0.2
ENSGALG00000041896	RFX7	0.00944011928372951	-0.3
ENSGALG00000001031		0.00944592011983316	0.9
ENSGALG00000041454	DNMT3A	0.00945211685576267	-0.4
ENSGALG00000029001	YRDC	0.0094591487214531	0.3
ENSGALG00000014508	CD38	0.00946736338358638	0.7
ENSGALG00000034918		0.00952391710989712	0.6
ENSGALG00000011484	CMTM8	0.00953708739769665	0.9
ENSGALG00000001971	UBE2O	0.00953920316864218	-0.4
ENSGALG00000051241		0.00954447909040275	0.9
ENSGALG00000040696	PRCC	0.00955144384646788	-0.3
ENSGALG00000015410	BVES	0.00956547834964099	-0.2
ENSGALG00000006919	POF1B	0.00957484997451715	-0.6
ENSGALG00000015306	OSTM1	0.00957484997451715	-0.3
ENSGALG00000031525	TSTA3	0.00958117125151505	-0.3
ENSGALG00000012050	TNRC6B	0.00958129586788847	-0.3
ENSGALG00000054378	LRRC43	0.00958576405128544	-0.8
ENSGALG00000048206		0.00959692170046638	-0.8
ENSGALG00000035676	PDDC1	0.00961548795242303	0.3
ENSGALG00000037219	RNF2	0.00963833363494807	-0.5
ENSGALG00000034311	BTBD7	0.00964721332697948	-0.3
ENSGALG00000028872	TPT1	0.00967210960984435	0.3
ENSGALG00000005456	SDR42E1	0.00968937229815176	-0.7
ENSGALG00000002906	TARDBP	0.0097185769141143	0.2
ENSGALG00000005909	GATA2	0.0097241171895091	0.9
ENSGALG00000017133	EEF1AKMT1	0.0097241171895091	-0.3
ENSGALG00000044014		0.0097381136631924	0.2
ENSGALG00000007941	C5H11orf74	0.00978850980643671	0.6
ENSGALG00000023089	SSBP2	0.00979386632882548	0.7
ENSGALG00000009801	C5H15orf41	0.00980311995229239	-0.3
ENSGALG00000017022	ALG11	0.0098042693356753	0.4
ENSGALG00000004848	YBX1	0.0098235636487229	0.2
ENSGALG00000041183	SGPP1	0.00982500141266464	0.5
ENSGALG00000012426	DDHD1	0.00983160952889144	0.3
ENSGALG00000030789	PGAP1	0.00983869249394664	-0.4
ENSGALG00000015733	MDN1	0.00984838251414572	-0.6
ENSGALG00000012277	MAFF	0.00987223980362247	-0.6
ENSGALG00000033469	KDM1A	0.00989565268391109	-0.3
ENSGALG00000023440	GABPB1	0.00993998130960428	-0.2
ENSGALG00000014468	MLF2	0.00995557401359585	0.2
ENSGALG00000006237	PKN2	0.00996926362539197	0.2
ENSGALG00000039720	MAP4K3	0.00998573463741746	0.3
ENSGALG00000009520	MARCH1	0.0100350573506681	-0.7
ENSGALG00000047565		0.0100374878701604	0.3
ENSGALG00000051748	METTL11B	0.0100817015541264	0.9
ENSGALG00000003397	RHOT1	0.0100943941546888	-0.2
ENSGALG00000014747	CWC27	0.0101238713352211	-0.3
ENSGALG00000029017	ZNRF1	0.0101238713352211	0.4
ENSGALG00000008686	TRDMT1	0.010128152248147	-0.2
ENSGALG00000008241	TAF5	0.0101334477473957	0.2
ENSGALG00000002693	FAM149B1	0.0101568558742412	-0.3
ENSGALG00000002014	SMU1	0.0102203234364581	0.2
ENSGALG00000002448	CCT6A	0.0102203234364581	-0.2
ENSGALG00000050532	B3GNT3	0.0102381302374008	0.7
ENSGALG00000040089	HPS3	0.0102616098630478	-0.3
ENSGALG00000007874	IL18	0.0102669857999955	0.6
ENSGALG00000007902	ATP7A	0.0102783516768249	0.3
ENSGALG00000003126	ERBB4	0.0103236008370743	0.7
ENSGALG00000000466	LCK	0.0103548664398618	0.8
ENSGALG00000013165	FH	0.0103735296747393	-0.2
ENSGALG00000013776	CEP135	0.0104001237965336	0.3
ENSGALG00000029095	PDZD8	0.0104115961629456	-0.3
ENSGALG00000019768	ACSF2	0.0104345875126224	-0.8
ENSGALG00000013657	ZNF236	0.0104486871904755	-0.2
ENSGALG00000046706		0.010459974760087	0.9
ENSGALG00000012974	WASH1	0.0104821855984546	0.3
ENSGALG00000003160	CERS1	0.0105035101390777	0.6
ENSGALG00000010446	EFCAB14	0.0105070938619536	-0.2
ENSGALG00000028484	TMED7	0.0105077423223743	-0.2
ENSGALG00000008026	SPATA2	0.0105084086559863	-0.3
ENSGALG00000009551	DYNC1I2	0.0105084086559863	-0.3
ENSGALG00000035045	TASOR	0.0105084086559863	0.2
ENSGALG00000002089		0.010530206759129	0.2
ENSGALG00000004161	CCNB1	0.0105381126031779	-0.2
ENSGALG00000031650	BBS9	0.0105932933719744	0.3
ENSGALG00000028971	NKIRAS2	0.0106041883094917	-0.3
ENSGALG00000049003		0.0106227935220583	-0.5
ENSGALG00000003602	RPGRIP1L	0.0106312668248259	0.3
ENSGALG00000031718	CSNK2A2	0.0106649587539729	-0.2
ENSGALG00000042551		0.0106745419775246	-0.6
ENSGALG00000006731	TAF3	0.010688589038236	-0.3
ENSGALG00000050964		0.0107296724144153	-0.7
ENSGALG00000042482		0.0107542285256965	-0.4
ENSGALG00000038875	TMC6	0.0107794354652435	-0.4
ENSGALG00000038635	MYL12B	0.0107987002514918	0.3
ENSGALG00000051908		0.0108217979018143	0.9
ENSGALG00000026154		0.0109087101182654	0.6
ENSGALG00000004840		0.0109104391868656	-0.6
ENSGALG00000050897	TNIK	0.0109212482415287	-0.4
ENSGALG00000040418	DGAT2	0.0109787502232343	0.6
ENSGALG00000011747		0.0109978731378989	0.3
ENSGALG00000051578		0.0110600656686093	0.8
ENSGALG00000013149	MOCOS	0.0110664922648691	0.8
ENSGALG00000030162	IQGAP1	0.0110664922648691	-0.2
ENSGALG00000012144	MIEF1	0.0110972881212017	-0.3
ENSGALG00000012101	AP5M1	0.0111112132711505	0.2
ENSGALG00000031094	EDA2R	0.0111114847557251	-0.8
ENSGALG00000013061	PAPD7	0.0111456308393803	-0.3
ENSGALG00000015027	JAK2	0.0111463637514083	0.3
ENSGALG00000037781	GSR	0.0111560794734533	-0.2
ENSGALG00000010619	CC2D1B	0.0112065840915213	-0.2
ENSGALG00000017211	MRE11	0.0112103410573046	-0.2
ENSGALG00000002499		0.0112333918565319	-0.3
ENSGALG00000037195	TALDO1	0.0112333918565319	0.2
ENSGALG00000048775	TXLNA	0.0112333918565319	-0.2
ENSGALG00000009253	SDE2	0.0112401837663416	0.2
ENSGALG00000037641		0.0112558507610821	-0.3
ENSGALG00000031105	SLC4A4	0.0112805817930495	-0.6
ENSGALG00000015107	PIP5K1B	0.0112910491368354	-0.7
ENSGALG00000007843	ATRX	0.0113020331440365	-0.3
ENSGALG00000035949	ACAD11	0.0113098535882642	-0.4
ENSGALG00000010020	TTC7A	0.0113270789212985	-0.3
ENSGALG00000002692		0.0113410806346693	0.8
ENSGALG00000006848	ZSWIM3	0.0113494985757121	0.5
ENSGALG00000010504	ADCK1	0.0113494985757121	0.3
ENSGALG00000029714	UNC45A	0.0113686220848909	-0.3
ENSGALG00000028298	CNTLN	0.0113790944049464	-0.4
ENSGALG00000035206		0.0113990445392659	0.3
ENSGALG00000017111	NUP58	0.0115460754742341	-0.2
ENSGALG00000016202	HSF2BP	0.0115679261348568	0.4
ENSGALG00000012342	SASH1	0.0116120383309671	0.5
ENSGALG00000031729	MOB3A	0.0116267085826265	0.3
ENSGALG00000039394	PGM2	0.0116394118295867	0.2
ENSGALG00000011870	HIF1A	0.0116407126608563	-0.3
ENSGALG00000049529		0.0116688192115706	-0.8
ENSGALG00000002169	PLEKHB2	0.0116902252419836	-0.4
ENSGALG00000017052	CCNA1	0.0117601640263771	0.6
ENSGALG00000002095	CHMP4B	0.011765432240837	0.2
ENSGALG00000038850	WNK2	0.0117963123549452	-0.8
ENSGALG00000040840	MPST	0.0118033652324244	-0.4
ENSGALG00000050770		0.0118033652324244	0.8
ENSGALG00000016845	NAXD	0.0118046673280031	-0.3
ENSGALG00000004347	NEDD4	0.0118162570989009	0.3
ENSGALG00000030609	REXO4	0.0118568840709184	-0.2
ENSGALG00000009846	BBS5	0.0118828331162557	-0.3
ENSGALG00000015889	PHIP	0.0118828331162557	-0.2
ENSGALG00000053861		0.0119080946202877	0.9
ENSGALG00000049299	TMEM170B	0.0119166604603063	-0.3
ENSGALG00000048712	RNF115	0.0119463860262498	0.3
