Gene ID	Gene Name	g1_g2.p-value	g1_g2.log2foldchange
ENSGALG00000010674	DCTD	2.27298329924935e-15	-0.7
ENSGALG00000048829		2.72830126940059e-15	-0.9
ENSGALG00000012613	FBP1	3.26549594494165e-15	1
ENSGALG00000010476	BNIP3	3.34995828329725e-15	-0.7
ENSGALG00000026741	CETN2	4.08404962857576e-15	-0.7
ENSGALG00000001606	INPP5B	4.14867473995597e-15	-0.6
ENSGALG00000013503	FAM149A	4.25765929902024e-15	1
ENSGALG00000006527	CRTAM	4.61224946106327e-15	1.5
ENSGALG00000045136	POLG	4.66010606536948e-15	-0.8
ENSGALG00000002285	SPSB3	5.05967073211359e-15	0.9
ENSGALG00000007511	ITGB2	5.4003327566354e-15	0.7
ENSGALG00000042330	PPP1R9B	5.92662579013666e-15	0.8
ENSGALG00000044466		6.43739272691165e-15	1.5
ENSGALG00000025950	PRKCA	6.60419201310639e-15	-0.9
ENSGALG00000035239	GLCCI1	6.84678202377031e-15	-0.6
ENSGALG00000037953		7.40204882182164e-15	0.8
ENSGALG00000004245	NUDT1	8.72890055878817e-15	0.6
ENSGALG00000046448		9.2542073941104e-15	1.3
ENSGALG00000041923		1.13511468570639e-14	-0.8
ENSGALG00000005714	PKD1	1.15004133531002e-14	-1.6
ENSGALG00000005490	RPS2	1.17827046293853e-14	0.7
ENSGALG00000031493	BAK1	1.31890757953583e-14	-1.1
ENSGALG00000014455	LPAR5	1.52298909301929e-14	0.7
ENSGALG00000004629	RNF216	1.56334578122135e-14	0.6
ENSGALG00000009048	ABLIM1	1.64832162613181e-14	-2.3
ENSGALG00000030022	FANCL	1.71733897641137e-14	-0.6
ENSGALG00000040212	FYCO1	1.74710572800151e-14	-1.2
ENSGALG00000010175	HSP90AB1	1.75919665051575e-14	-0.5
ENSGALG00000041555	COL1A1	1.96810257579129e-14	1.3
ENSGALG00000007145	ITGB1	2.12480151372479e-14	0.5
ENSGALG00000011592	MRAS	2.53877516407887e-14	1.8
ENSGALG00000009156		2.58903304527537e-14	0.6
ENSGALG00000013594	PARD6G	2.94051558405423e-14	0.8
ENSGALG00000050332		2.94051558405423e-14	1.1
ENSGALG00000020922	C1orf21	3.09547792245131e-14	-0.6
ENSGALG00000006738	CDK5RAP1	3.39128064848573e-14	-0.7
ENSGALG00000040493	PTN	3.39128064848573e-14	2.3
ENSGALG00000016351	ACOT9	3.64009648905696e-14	-0.5
ENSGALG00000030626	FZD6	3.71738137147362e-14	0.7
ENSGALG00000009056	LCLAT1	3.81628217961357e-14	-0.6
ENSGALG00000038325	CORO7	3.89452859473239e-14	0.6
ENSGALG00000003862	LRRFIP1	4.29100439715865e-14	0.7
ENSGALG00000039705	GFPT2	4.32158095086815e-14	0.7
ENSGALG00000002497	RHOT2	4.45826663516572e-14	0.6
ENSGALG00000007299	THOC7	4.77391065864422e-14	-0.5
ENSGALG00000016890	MBNL2	4.82765622349822e-14	-1.3
ENSGALG00000032526	B3GNT5	5.85404435788859e-14	-1.1
ENSGALG00000034655	ALDH18A1	5.9409499234166e-14	-0.6
ENSGALG00000041989	RRN3	5.94112411622263e-14	0.6
ENSGALG00000004348	BRAT1	6.14317838275793e-14	0.8
ENSGALG00000040873	MRPL3	6.14317838275793e-14	-0.5
ENSGALG00000052259		6.14317838275793e-14	-1.2
ENSGALG00000035916		7.11226108194738e-14	-2.3
ENSGALG00000029743	MED6	7.42007659254364e-14	0.6
ENSGALG00000037301	ACVR1	7.42007659254364e-14	-0.5
ENSGALG00000008218	DDB2	8.75968669925476e-14	0.7
ENSGALG00000007158	SOCS1	8.88723322643515e-14	1.5
ENSGALG00000047461		9.0327686688547e-14	-0.6
ENSGALG00000009097	SNAP23	9.35697919400179e-14	0.7
ENSGALG00000011639		9.66116642744626e-14	-0.8
ENSGALG00000026499	TNFRSF25	1.01902975519229e-13	1.3
ENSGALG00000002781	BRCA1	1.1608707744983e-13	-0.6
ENSGALG00000008127	SPI1	1.30105001051174e-13	0.6
ENSGALG00000027777	CNN2	1.30105001051174e-13	0.7
ENSGALG00000004113		1.48201317040721e-13	1.2
ENSGALG00000029761	SIRT2	1.5701107910245e-13	-0.8
ENSGALG00000010068	KCNK17	1.7101892458872e-13	1.1
ENSGALG00000002832	IFI35	1.71911726670551e-13	-1.9
ENSGALG00000011494	CNOT10	1.91850120386475e-13	0.6
ENSGALG00000006418	PDPK1	2.04318674680815e-13	0.6
ENSGALG00000040768	MAL2	2.10973438035668e-13	-0.9
ENSGALG00000007447	TUBB1	2.11749859621281e-13	0.7
ENSGALG00000017085	SLC7A1	2.14047340333348e-13	-0.8
ENSGALG00000002277	KLHL24	2.2666935285229e-13	-0.7
ENSGALG00000031325	TGFB1	2.38134611527279e-13	0.7
ENSGALG00000036412	TMEM108	2.43044292138981e-13	-1.6
ENSGALG00000046125	PECAM1	2.62122734136536e-13	0.9
ENSGALG00000046408	RAG2	2.62122734136536e-13	-1.2
ENSGALG00000005788	FARP2	3.42618339149524e-13	-1.3
ENSGALG00000009421	SRSF5	3.71857509186479e-13	0.9
ENSGALG00000014877	EMB	3.7673538642059e-13	-0.6
ENSGALG00000021475	ADAR	3.99449249825231e-13	0.7
ENSGALG00000042612		4.10630177038016e-13	2.1
ENSGALG00000012456	RAC2	4.16544804537604e-13	0.8
ENSGALG00000014408	LLGL1	4.24799316326448e-13	0.9
ENSGALG00000001264	PLXNA2	4.29962738749025e-13	1.5
ENSGALG00000002599	ARHGEF39	4.29962738749025e-13	0.9
ENSGALG00000001306	NFRKB	4.32629689448485e-13	0.5
ENSGALG00000007728		4.35910873893361e-13	-1.1
ENSGALG00000051412	PEA15	4.43471209571168e-13	0.9
ENSGALG00000009168	AFF2	4.48018850667717e-13	-0.6
ENSGALG00000002816	STK10	4.50338675059369e-13	0.8
ENSGALG00000013138	TMEM245	4.83700447988235e-13	-0.7
ENSGALG00000040758	INSR	5.20263814193956e-13	-0.9
ENSGALG00000000693	NOB1	5.52580405144651e-13	0.6
ENSGALG00000024326	RPUSD4	5.82647908015964e-13	0.7
ENSGALG00000040793	KDELR2	6.5399698541435e-13	0.5
ENSGALG00000002623	PCOLCE2	6.62744127351078e-13	-1.1
ENSGALG00000005402	DYNLRB2	7.15311215516991e-13	2
ENSGALG00000010555	OSBPL9	8.84906981335376e-13	0.6
ENSGALG00000050545		8.94826150831206e-13	-1.9
ENSGALG00000042771	GBE1	9.07638338667085e-13	-0.7
ENSGALG00000017072		9.1238647769977e-13	-0.7
ENSGALG00000016955	VWA8	9.26456055856154e-13	-0.9
ENSGALG00000010820	CHGA	1.00820079319201e-12	-1.9
ENSGALG00000027788	CPE	1.06159151157631e-12	0.6
ENSGALG00000008152	SPATS2L	1.11748132403374e-12	0.6
ENSGALG00000006080	GPC4	1.15291202754641e-12	0.6
ENSGALG00000047269	TMEM135	1.22182952170181e-12	-0.6
ENSGALG00000006027	TM6SF1	1.29382543572544e-12	0.7
ENSGALG00000031563	ECI1	1.31601389721539e-12	0.7
ENSGALG00000004397	MLXIP	1.35197658076619e-12	-0.6
ENSGALG00000004745	NATD1	1.3782676317769e-12	0.6
ENSGALG00000008172	ERLEC1	1.40253036071836e-12	-0.6
ENSGALG00000006112	SCN5A	1.44173131129112e-12	2.1
ENSGALG00000031975	UBE2H	1.51833382813287e-12	0.5
ENSGALG00000004146	RIMS4	1.53041321266712e-12	1.7
ENSGALG00000006017	DOCK11	1.77122103115763e-12	0.6
ENSGALG00000034100	UACA	1.94121488045838e-12	-0.8
ENSGALG00000045218	MYO18B	1.95821844811858e-12	1.2
ENSGALG00000041760	CLTCL1	1.95875038206084e-12	-0.7
ENSGALG00000004842	NT5M	2.09412494298912e-12	0.8
ENSGALG00000041267	BMI1	2.17587004973815e-12	-0.5
ENSGALG00000000251	CD79B	2.23039084853377e-12	0.4
ENSGALG00000030530	HAND2	2.24782003779112e-12	-1.6
ENSGALG00000048236		2.2861248570363e-12	0.7
ENSGALG00000006013	ZNF512B	2.47598331777032e-12	-0.8
ENSGALG00000015416	SDR16C5	2.47598331777032e-12	-1.7
ENSGALG00000046032	CD83	2.57171759140107e-12	1.9
ENSGALG00000046210		2.5976396093102e-12	1
ENSGALG00000009813	SCOC	2.76158813560338e-12	-0.8
ENSGALG00000005582	KLHL18	2.92995260208668e-12	-0.6
ENSGALG00000015066	WASF1	3.03647917923938e-12	0.8
ENSGALG00000004958	BTK	3.03866994122408e-12	0.4
ENSGALG00000042351	PIK3R6	3.37933888524156e-12	0.6
ENSGALG00000049798	HDGFL3	3.3971570746974e-12	0.7
ENSGALG00000039964		3.57808131129455e-12	-0.6
ENSGALG00000033780		3.65574091587216e-12	-0.7
ENSGALG00000040000	ERO1B	3.76285168541962e-12	-0.8
ENSGALG00000033278	NLRC3	3.89494373064318e-12	0.8
ENSGALG00000004215	WIPI1	4.20550844601716e-12	-0.7
ENSGALG00000041181		4.53053767691764e-12	0.6
ENSGALG00000002679	GLT1D1	4.68458740230316e-12	-0.6
ENSGALG00000004058	GPR146	4.94385548457063e-12	0.8
ENSGALG00000054044		5.19283224801068e-12	-0.9
ENSGALG00000006755	USP2	5.21986142009651e-12	-2
ENSGALG00000039156		5.21986142009651e-12	0.5
ENSGALG00000050118		5.33894131022265e-12	1.2
ENSGALG00000040342	ADAMTS1	5.34560025404878e-12	-0.8
ENSGALG00000009318	IFT140	5.35916213144476e-12	0.6
ENSGALG00000035345	TXNRD1	5.36057367543589e-12	-0.9
ENSGALG00000004557	WIPI2	5.51272256088749e-12	0.6
ENSGALG00000001595	PHF19	5.53640142002983e-12	-1.4
ENSGALG00000004711	PTCD1	5.79967034089973e-12	0.6
ENSGALG00000008073	NF2	5.8528084020543e-12	-0.6
ENSGALG00000008813	CROT	5.89328774330333e-12	-0.6
ENSGALG00000007661	MYCBPAP	6.07897381428625e-12	-0.6
ENSGALG00000003503	MYBL2	6.17578553905132e-12	-0.5
ENSGALG00000052199	SNRPD2	6.47521459509695e-12	-0.8
ENSGALG00000017185	TMEM123	6.67232130465004e-12	0.5
ENSGALG00000054599		6.84855710863231e-12	-0.8
ENSGALG00000027188	SREBF1	6.86168316655201e-12	0.6
ENSGALG00000054495		7.05502168990678e-12	-0.9
ENSGALG00000010016	SOCS5	7.10654626082705e-12	-0.7
ENSGALG00000033150	MIDN	7.20443866533177e-12	0.9
ENSGALG00000015461		7.47931460569113e-12	0.5
ENSGALG00000007546		7.89870788958391e-12	0.6
ENSGALG00000025743	CDR2	7.99254073056468e-12	0.6
ENSGALG00000042418	CHEK1	8.17484893627857e-12	0.7
ENSGALG00000026176	EXOC1L	8.46722682941533e-12	2.1
ENSGALG00000029572	TOP1MT	8.54065313044064e-12	-0.6
ENSGALG00000047313		8.84703375106316e-12	1.6
ENSGALG00000004812	FAM129A	9.60927100288378e-12	-0.7
ENSGALG00000013537	TPM3	9.67983737247558e-12	0.4
ENSGALG00000021271	MPZL3	9.81852164392542e-12	2.1
ENSGALG00000050709		1.04991917093647e-11	1
ENSGALG00000035856	CD48	1.05360925097081e-11	0.5
ENSGALG00000048409	TXNIP	1.11330447253079e-11	1.2
ENSGALG00000027747	TROJANZ	1.12713133022028e-11	1.3
ENSGALG00000031416	UBN1	1.17983172405206e-11	0.7
ENSGALG00000003675	PRKAR1B	1.24331879394832e-11	1
ENSGALG00000047046		1.24563623286788e-11	0.8
ENSGALG00000037193	HECW1	1.31106721014304e-11	0.9
ENSGALG00000031117	STK17A	1.32539744806007e-11	0.6
ENSGALG00000004813	IARS1	1.35705255882859e-11	-0.6
ENSGALG00000009152	ATRNL1	1.37942789332056e-11	-1.1
ENSGALG00000033179	TGFBR1	1.40737287090689e-11	0.6
ENSGALG00000001410	SPNS3	1.44057019057318e-11	1
ENSGALG00000012118	TMEM260	1.44266108806714e-11	0.9
ENSGALG00000027864	NFKBIA	1.44379147753414e-11	0.7
ENSGALG00000016895	DZIP1	1.47050622704391e-11	0.7
ENSGALG00000038885	FEZ1	1.54587565576958e-11	0.7
ENSGALG00000012712	RBM24	1.70045099930502e-11	-0.4
ENSGALG00000032280	NUP88	1.72128566576584e-11	-0.5
ENSGALG00000005703	SLC30A4	1.8116353512255e-11	-0.5
ENSGALG00000003091	PARN	1.84438631531978e-11	0.7
ENSGALG00000042458	ACTN1	1.9368222099112e-11	-0.4
ENSGALG00000011831	ANKRD50	1.98664295007976e-11	-1.8
ENSGALG00000041575	PPP1R14C	2.01261491135259e-11	1.3
ENSGALG00000039779	NUDT16L1	2.09006612224472e-11	0.6
ENSGALG00000030877	CLUAP1	2.14323109034894e-11	0.6
ENSGALG00000005291		2.1631864656792e-11	0.5
ENSGALG00000039659		2.30629226416736e-11	-2
ENSGALG00000009628		2.3791057877848e-11	0.6
ENSGALG00000012821	TUBB2B	2.52440860066095e-11	0.8
ENSGALG00000035819	TMEM51	2.60661635630156e-11	1.9
ENSGALG00000000674	MYO1D	2.62599532662348e-11	-1.3
ENSGALG00000026298	SERTAD2	2.82051716172298e-11	-1.2
ENSGALG00000009345		2.82720234897277e-11	0.6
ENSGALG00000007638	HMOX2	2.94835861049951e-11	0.7
ENSGALG00000003247	NFYA	2.99229878313528e-11	0.5
ENSGALG00000007030		3.03675114491134e-11	0.8
ENSGALG00000048374		3.29873420155184e-11	-1.2
ENSGALG00000013628	C6orf62	3.3870075967763e-11	-0.5
ENSGALG00000019651	AGR3	3.70725686165301e-11	1.9
ENSGALG00000006301	KDM8	3.85881951746563e-11	0.7
ENSGALG00000036993	RNF214	3.90709562290011e-11	0.5
ENSGALG00000026955	DIRAS1	3.92931098432802e-11	-1.9
ENSGALG00000001250	APLP2	3.94221826909151e-11	0.6
ENSGALG00000012799	RREB1	3.99503859354492e-11	-0.8
ENSGALG00000014525	USP5	4.07244946429161e-11	-0.7
ENSGALG00000004355	MCU	4.18674742820783e-11	0.7
ENSGALG00000011024	CACHD1	4.31012629122905e-11	-2
ENSGALG00000009900	PRKD1	4.31047202850302e-11	0.6
ENSGALG00000053187		4.80699213558467e-11	-1
ENSGALG00000015682	UGCG	4.92323040062563e-11	0.8
ENSGALG00000044705	TIMM50	5.01234264508115e-11	-0.8
ENSGALG00000005708	HNF4beta	6.24680779290423e-11	0.8
ENSGALG00000007167	CLEC16A	6.54696541030675e-11	0.6
ENSGALG00000041078	MID1IP1	6.56557472224719e-11	1
ENSGALG00000027823	TFAP4	6.68946990174962e-11	0.8
ENSGALG00000000208	MCC	6.73362741791211e-11	-1.4
ENSGALG00000037852	HSD17B7	6.7734253372416e-11	0.7
ENSGALG00000010582	PPA2	6.80577553708416e-11	0.5
ENSGALG00000007868	BCO2	6.8435018149788e-11	2
ENSGALG00000011541	BIN1	7.12739732175523e-11	0.6
ENSGALG00000036942	KCNA3	7.23564423453443e-11	1.9
ENSGALG00000002639	TRPC1	7.41228156930237e-11	-0.7
ENSGALG00000003412		7.41228156930237e-11	-1.4
ENSGALG00000038904	ARL6IP5	7.41228156930237e-11	0.5
ENSGALG00000000544		7.49545924748577e-11	0.7
ENSGALG00000005575	AKAP1	7.51471827031413e-11	-0.4
ENSGALG00000038536	SH3BGRL3	8.55166689898765e-11	0.7
ENSGALG00000039500	GSPT2	8.85639544452043e-11	0.5
ENSGALG00000029996	PPP2R5C	9.41703840589347e-11	-0.4
ENSGALG00000046487		9.58314441630933e-11	1.2
ENSGALG00000007170	SNRPA1	9.72691568796801e-11	0.5
ENSGALG00000007430	ARCN1	9.92710147646906e-11	0.5
ENSGALG00000028290	C1H21ORF91	1.02373577467105e-10	0.6
ENSGALG00000007141	LRRK1	1.06973793202777e-10	1.1
ENSGALG00000036805		1.07960364703481e-10	-0.9
ENSGALG00000012044	ANK2	1.10181160180742e-10	0.7
ENSGALG00000001513	CNTRL	1.13490122310221e-10	-0.7
ENSGALG00000005845	SLC7A5	1.15959976590486e-10	-0.5
ENSGALG00000015138	ABHD17B	1.22476615491706e-10	-0.8
ENSGALG00000012809	ECI2	1.23326596937615e-10	-0.5
ENSGALG00000021079	RGS19	1.32707483197437e-10	0.9
ENSGALG00000008114	SFXN2	1.34044061044719e-10	-0.6
ENSGALG00000008632	ACSS1	1.35115069927369e-10	-0.7
ENSGALG00000025882	BUD13	1.41837283203123e-10	0.5
ENSGALG00000011566	GYPC	1.43308550743335e-10	-2
ENSGALG00000013846	ARFGEF3	1.47952845125453e-10	1.6
ENSGALG00000035623	LIMD1	1.47952845125453e-10	0.6
ENSGALG00000014213	PRR5	1.47968429030288e-10	-0.9
ENSGALG00000031303	FAM234A	1.53355378463914e-10	0.6
ENSGALG00000032410	CBFA2T3	1.65072238328348e-10	1.3
ENSGALG00000015486	COQ3	1.65945232081444e-10	-0.8
ENSGALG00000007582	DPYSL3	1.76622521390243e-10	0.9
ENSGALG00000006088	DCTN5	1.8141744372544e-10	0.7
ENSGALG00000014907	DCBLD1	1.81755064371949e-10	0.7
ENSGALG00000034380	C7orf26	1.82053887921907e-10	0.6
ENSGALG00000029220	PCSK7	1.86136899083638e-10	0.5
ENSGALG00000012662	NUAK1	1.86746470539221e-10	-0.7
ENSGALG00000009859	TBC1D30	1.90113519351626e-10	0.7
ENSGALG00000007924	STK17B	1.91264259433292e-10	0.7
ENSGALG00000023542	ALPL	1.98739761783039e-10	-0.6
ENSGALG00000036807	NOD1	2.04769107781493e-10	-0.7
ENSGALG00000004205	SOAT1	2.16010091526464e-10	-0.7
ENSGALG00000046656	PMVK	2.18097349070436e-10	0.6
ENSGALG00000039499	LRRCC1	2.24570215616271e-10	0.5
ENSGALG00000030455	JAZF1	2.33503666252083e-10	-0.7
ENSGALG00000001529	THYN1	2.4001311056872e-10	0.7
ENSGALG00000002132	KCNIP1	2.54918606842974e-10	1.8
ENSGALG00000017132	XPO4	2.70353468997857e-10	-0.6
ENSGALG00000006434	TSR3	2.7245605446108e-10	0.5
ENSGALG00000042730	STT3A	2.85641557922583e-10	0.4
ENSGALG00000004203	PSMG3	2.92598253449404e-10	0.6
ENSGALG00000006992	MMP9	3.06582476956651e-10	-1.7
ENSGALG00000027334		3.07425137200863e-10	0.6
ENSGALG00000037816		3.07425137200863e-10	0.5
ENSGALG00000011000	TARBP1	3.11092985844835e-10	-0.7
ENSGALG00000005030	DOCK10	3.32486623696567e-10	0.5
ENSGALG00000007241	NUBP1	3.34076356209481e-10	0.7
ENSGALG00000011982	PDE5A	3.42273933204545e-10	-1.9
ENSGALG00000011139	CCDC85C	3.58425643607615e-10	-0.7
ENSGALG00000006682	BEND7	3.68122899584592e-10	0.5
ENSGALG00000008306	FGL2	3.70239131770686e-10	1.7
ENSGALG00000031214	MED9	3.70239131770686e-10	0.7
ENSGALG00000045021		3.73801211076943e-10	1.9
ENSGALG00000049626	KIFC1	3.94892364552445e-10	-0.6
ENSGALG00000034282		4.13697363548896e-10	-1.1
ENSGALG00000006140		4.15657052552496e-10	0.7
ENSGALG00000011121	SLC35D1	4.17860833102177e-10	0.6
ENSGALG00000026038	ERI2	4.20950840217131e-10	0.8
ENSGALG00000001270	PRKCZ	4.55745098242994e-10	-0.7
ENSGALG00000009250	HNRNPA3	4.57898353963582e-10	-0.4
ENSGALG00000006707	NOX1	4.65411307550505e-10	-1
ENSGALG00000016444	ODC1	4.71157400449909e-10	0.4
ENSGALG00000028225	SLC17A9	4.7807055199819e-10	0.6
ENSGALG00000010540	TTC39A	4.95147035077781e-10	1
ENSGALG00000004493	RSRC2	4.95961346614161e-10	0.5
ENSGALG00000033834	TRIP13	5.00626641905825e-10	-0.4
ENSGALG00000044226		5.19938663852071e-10	-0.9
ENSGALG00000007762	CREBBP	5.37380284368128e-10	0.6
ENSGALG00000001189	NCF1C	5.42891047015311e-10	0.5
ENSGALG00000032544	ALDH5A1	5.44819157370945e-10	-0.5
ENSGALG00000001473	MIB2	5.45986750686032e-10	-0.5
ENSGALG00000006973	SH2D6	5.77503246229423e-10	0.4
ENSGALG00000040755	ANGPT4	5.86816924377146e-10	-1.9
ENSGALG00000008378	SRGAP3	6.15623487422309e-10	0.6
ENSGALG00000003977	TWF2	6.26635873392465e-10	0.4
ENSGALG00000012052	SNX4	6.30548671608262e-10	-0.7
ENSGALG00000052932	SHROOM3	6.35765726995943e-10	-1.9
ENSGALG00000025858	LUZP1	6.58141058807434e-10	-0.6
ENSGALG00000036466		6.58141058807434e-10	-0.6
ENSGALG00000035919	EPN2	6.62283287048192e-10	0.6
ENSGALG00000050256		6.70220251105082e-10	0.7
ENSGALG00000029260	H-RAS	6.73202771210272e-10	-0.8
ENSGALG00000001568	NFS1	6.9870051933641e-10	-0.4
ENSGALG00000007473	MRPL28	7.00717320476669e-10	0.6
ENSGALG00000005421		7.08812127552153e-10	1
ENSGALG00000010017	MCFD2	7.16581071959946e-10	-0.5
ENSGALG00000052573	UBE2S	7.32727857793823e-10	-0.8
ENSGALG00000012488	TST	7.43091942041524e-10	0.7
ENSGALG00000035016	ID2	8.29784701793747e-10	0.9
ENSGALG00000016443	HPCAL1	8.66238712263612e-10	-0.6
ENSGALG00000054437		8.80133964083164e-10	-1.9
ENSGALG00000015268	NUDT12	8.81518181621232e-10	0.6
ENSGALG00000001801	IFT74	9.29516203942434e-10	-0.7
ENSGALG00000051431	RPS15A	9.33870559919629e-10	0.8
ENSGALG00000034975	FUT7	9.66268333389667e-10	0.8
ENSGALG00000003933	QSOX1	9.83925881043311e-10	0.5
ENSGALG00000005617	NTHL1	9.9135182215432e-10	0.6
ENSGALG00000035182	CMKLR1	9.9135182215432e-10	0.8
ENSGALG00000007008	POLR3E	1.02246894068887e-09	0.5
ENSGALG00000016969		1.03180267579204e-09	0.9
ENSGALG00000036301	KIAA0895	1.03180267579204e-09	-1
ENSGALG00000003400	AIMP2	1.0483893522246e-09	0.5
ENSGALG00000028876	SNN	1.05676421677139e-09	0.5
ENSGALG00000039118	MEIS2	1.06176854962185e-09	-1.1
ENSGALG00000001329	EPB41	1.13401415383915e-09	0.6
ENSGALG00000015433	ABCA1	1.16874684512444e-09	1.6
ENSGALG00000034453	SAMD11	1.1852566952298e-09	0.7
ENSGALG00000004224	MAD1L1	1.23103572824637e-09	0.7
ENSGALG00000008479	PLEKHM3	1.24508460178649e-09	-1.7
ENSGALG00000039611		1.25294266672119e-09	0.5
ENSGALG00000030826	CLCN7	1.2538856690518e-09	0.6
ENSGALG00000006567	UBASH3B	1.26590558401995e-09	0.8
ENSGALG00000006949	CHD2	1.26590558401995e-09	-0.6
ENSGALG00000004705	BUD31	1.38337972657494e-09	0.7
ENSGALG00000012763	GNPTAB	1.42811072533584e-09	-0.5
ENSGALG00000006307	NSMCE1	1.43207613429821e-09	0.6
ENSGALG00000026383	TMSB4X	1.47624631404288e-09	0.7
ENSGALG00000045584		1.47889748573297e-09	0.7
ENSGALG00000010372	ANGEL1	1.48366787187467e-09	-0.6
ENSGALG00000030063	MALT1	1.48423043891922e-09	-0.5
ENSGALG00000049455		1.53025791486843e-09	-1
ENSGALG00000034030	L3MBTL3	1.54155479864293e-09	-0.7
ENSGALG00000007547	ABI1	1.59031373191447e-09	-0.4
ENSGALG00000002239	REXO5	1.61941185457384e-09	0.6
ENSGALG00000000541	ZC3H11B	1.67614159718406e-09	-0.5
ENSGALG00000006757	XYLT1	1.68165933950574e-09	-0.6
ENSGALG00000003039	SRM	1.69279393319616e-09	-0.4
ENSGALG00000008335	PHTF2	1.84002809359734e-09	-0.6
ENSGALG00000001475	STMN1	1.89518799778195e-09	0.7
ENSGALG00000008151	WSB2	1.91321577653392e-09	0.5
ENSGALG00000029330		1.91771454050612e-09	-1
ENSGALG00000035378	DNAJC5	1.99237793607161e-09	-0.6
ENSGALG00000003458	CCZ1	2.00515429138998e-09	0.5
ENSGALG00000021405		2.00678625016591e-09	0.7
ENSGALG00000001988	TXNRD2	2.09197985876711e-09	-0.4
ENSGALG00000017163	ACAT1	2.119952682377e-09	0.4
ENSGALG00000000843	DOT1L	2.18005181098894e-09	-0.5
ENSGALG00000006749	WDR37	2.26187908680035e-09	0.5
ENSGALG00000036456	TRIB1	2.33413244614305e-09	-1.3
ENSGALG00000008638	MMR1L3	2.37820476276023e-09	-1.8
ENSGALG00000041900	DLG3	2.4638183549564e-09	0.7
ENSGALG00000001797	GPSM1	2.682335181435e-09	-0.7
ENSGALG00000035017		2.86092113309172e-09	0.4
ENSGALG00000045555	IVNS1ABP	2.86092113309172e-09	-0.4
ENSGALG00000002705	CISD1	2.87587538218331e-09	-0.5
ENSGALG00000006702	MFGE8	2.92169384010928e-09	-0.9
ENSGALG00000011492	XRCC5	2.94037646023806e-09	-0.5
ENSGALG00000052712		3.11943625890355e-09	-0.6
ENSGALG00000039690	STMN2	3.12343543188526e-09	-0.4
ENSGALG00000015064	TTC39C	3.25654167809052e-09	0.8
ENSGALG00000014773	ERBIN	3.27962174400521e-09	0.5
ENSGALG00000000156	BRD2	3.43933719323364e-09	-0.5
ENSGALG00000003578	FN1	3.46309230805770e-09	1.7
ENSGALG00000021972	PLIN4	3.46561104403163e-09	1.1
ENSGALG00000032190	MICAL1	3.46931055824136e-09	0.7
ENSGALG00000009942	MDM2	3.50416705511091e-09	-0.6
ENSGALG00000029968	GADD45B	3.60428639243083e-09	0.9
ENSGALG00000021117	RNF7	3.68666037655913e-09	-0.5
ENSGALG00000013795	HIVEP2	3.72621488492638e-09	-0.4
ENSGALG00000051594	FBXO46	3.76302813587488e-09	-0.7
ENSGALG00000013535	CYP4V2	3.77942985667755e-09	1.1
ENSGALG00000027918	PAFAH1B2	3.9076711196708e-09	0.4
ENSGALG00000037879	PAF1	4.0250611501311e-09	-0.7
ENSGALG00000049229		4.034365604587e-09	-0.6
ENSGALG00000003939	KLF2	4.2390274078154e-09	-1
ENSGALG00000016003	DDRGK1	4.33663016523782e-09	0.5
ENSGALG00000003819		4.5696266662928e-09	0.9
ENSGALG00000002651	ST3GAL2	4.69400099276671e-09	0.8
ENSGALG00000003391	EIF2AK1	4.83684439848205e-09	0.5
ENSGALG00000007181	PGS1	4.88706181838569e-09	0.5
ENSGALG00000029512	SPTBN1	4.92724730394433e-09	-0.6
ENSGALG00000006242	PABPN1L	5.07074337575948e-09	1.8
ENSGALG00000006054	CALCA	5.09083176455226e-09	-0.9
ENSGALG00000012449	MBD5	5.09083176455226e-09	-0.5
ENSGALG00000038097	EI24	5.09083176455226e-09	0.3
ENSGALG00000054634		5.09083176455226e-09	-1.2
ENSGALG00000002981	ERCC4	5.25432292367534e-09	0.5
ENSGALG00000012222	RAP1GDS1	5.59520659531121e-09	-0.4
ENSGALG00000001491	NCAPD3	5.63929638779896e-09	0.5
ENSGALG00000015348	ALCAM	5.73767928882037e-09	1.8
ENSGALG00000004345	OIT3	5.81488589496044e-09	1
ENSGALG00000050926		5.97293327537814e-09	1.3
ENSGALG00000007017	RBM7	6.00441304506913e-09	0.5
ENSGALG00000041080	CHD7	6.19825971337402e-09	-0.5
ENSGALG00000054420		6.19825971337402e-09	0.6
ENSGALG00000000962	PUS3	6.30900387487698e-09	0.6
ENSGALG00000004460	FOXK1	6.33565460607133e-09	0.6
ENSGALG00000013183	TERT	6.43060014356941e-09	0.7
ENSGALG00000023950	CR1L	6.50675450793824e-09	-1.5
ENSGALG00000051848		6.601712201938e-09	0.9
ENSGALG00000044210	QPCTL	6.62435199278502e-09	-0.8
ENSGALG00000015024	RCL1	6.7140637207935e-09	-0.5
ENSGALG00000036491	DRAM2	6.90437580739946e-09	0.7
ENSGALG00000016286	CXorf21	6.9086439294059e-09	0.8
ENSGALG00000008836	ATP6AP1	7.10104178642869e-09	-0.5
ENSGALG00000012709	ATXN1	7.12012573927682e-09	-0.7
ENSGALG00000006939	PFKP	7.67497612236294e-09	-0.4
ENSGALG00000047570		7.89049243793027e-09	0.8
ENSGALG00000037138	KCNQ1	8.04039848980884e-09	-1.4
